nuclide, mass, uncertainty, link
128I,127.905809355,0.000003887,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128Xe,127.90353075341,0.00000000558,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128Cs,127.907748452,0.000005771,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128Ba,127.908352446,0.000001728,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128La,127.915592123,0.000058452,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128Ce,127.918911000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128Pr,127.928791000,0.000032000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128Nd,127.935018,0.000215,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128Pm,127.948234,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
128Sm,127.957971,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Pd,128.959334,0.000644,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Ag,128.944315,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Cd,128.932235597,0.000005700,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129In,128.921808534,0.000002116,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Sn,128.913482440,0.000018540,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Sb,128.909146623,0.000022786,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Te,128.906596419,0.000000763,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129I,128.904983643,0.000003385,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Xe,128.90478085742,0.00000000542,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Cs,128.906065910,0.000004888,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Ba,128.908683409,0.000011276,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129La,128.912695592,0.000022913,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Ce,128.918102000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Pr,128.925095000,0.000032000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Nd,128.933038,0.000217,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Pm,128.942909,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
129Sm,128.954557,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Pd,129.964863,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Ag,129.950727,0.000455,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Cd,129.934387563,0.000024000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130In,129.924952257,0.000001921,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Sn,129.913974531,0.000002010,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Sb,129.911662686,0.000015257,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Te,129.906222745,0.000000011,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130I,129.906670168,0.000003385,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Xe,129.903509346,0.000000010,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Cs,129.906709281,0.000008971,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Ba,129.906326002,0.000000308,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130La,129.912369413,0.000027854,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Ce,129.914736000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Pr,129.923590000,0.000069000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Nd,129.928506000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Pm,129.940451,0.000215,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Sm,129.948792,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
130Eu,129.964022,0.000578,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Pd,130.972367,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Ag,130.956253,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Cd,130.940727740,0.000020653,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131In,130.926972839,0.000002367,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Sn,130.917053067,0.000003887,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Sb,130.911989339,0.000002236,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Te,130.908522210,0.000000065,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131I,130.906126375,0.000000649,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Xe,130.90508412808,0.00000000549,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Cs,130.905468457,0.000000190,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Ba,130.906946315,0.000000445,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131La,130.910070000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Ce,130.914429465,0.000035214,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Pr,130.920234960,0.000050451,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Nd,130.927248020,0.000029541,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Pm,130.935834,0.000215,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Sm,130.946022,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
131Eu,130.957634,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Ag,131.963070,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Cd,131.945823136,0.000064485,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132In,131.932998444,0.000064447,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Sn,131.917823898,0.000002121,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Sb,131.914508013,0.000002648,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Te,131.908546713,0.000003742,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132I,131.907993511,0.000004364,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Xe,131.90415508346,0.00000000544,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Cs,131.906437740,0.000001112,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Ba,131.905061231,0.000001130,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132La,131.910119047,0.000039032,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Ce,131.911466226,0.000021907,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Pr,131.919240000,0.000031000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Nd,131.923321237,0.000025985,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Pm,131.933840,0.000160,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Sm,131.940805,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
132Eu,131.954696,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Ag,132.968781,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Cd,132.952614,0.000215,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133In,132.938067,0.000215,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Sn,132.923913753,0.000002043,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Sb,132.915272128,0.000003357,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Te,132.910963330,0.000002218,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133I,132.907828400,0.000006335,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Xe,132.905910748,0.000002576,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Cs,132.905451958,0.000000008,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Ba,132.906007443,0.000001065,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133La,132.908218000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Ce,132.911520402,0.000017557,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Pr,132.916330558,0.000013416,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Nd,132.922348000,0.000050000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Pm,132.929782000,0.000054000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Sm,132.938560,0.000320,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Eu,132.949290,0.000320,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
133Gd,132.961288,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Cd,133.957638,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134In,133.944208,0.000215,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Sn,133.928680430,0.000003400,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Sb,133.920537334,0.000003300,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Te,133.911396376,0.000002948,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134I,133.909775660,0.000005213,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Xe,133.905393030,0.000000006,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Cs,133.906718501,0.000000017,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Ba,133.904508249,0.000000269,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134La,133.908514011,0.000021395,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Ce,133.908928142,0.000021886,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Pr,133.915696729,0.000021810,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Nd,133.918790207,0.000012686,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Pm,133.928326000,0.000045000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Sm,133.934110,0.000210,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Eu,133.946537,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
134Gd,133.955416,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Cd,134.964766,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135In,134.949425,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Sn,134.934908603,0.000003300,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Sb,134.925184354,0.000002834,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Te,134.916554715,0.000001848,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135I,134.910059355,0.000002211,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Xe,134.907231441,0.000003938,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Cs,134.905976907,0.000000390,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Ba,134.905688447,0.000000263,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135La,134.906984427,0.000010126,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Ce,134.909160662,0.000011021,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Pr,134.913111772,0.000012686,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Nd,134.918181318,0.000020534,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Pm,134.924785000,0.000089000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Sm,134.932520000,0.000166000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Eu,134.941870,0.000210,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Gd,134.952496,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
135Tb,134.964516,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136In,135.956017,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Sn,135.939699,0.000215,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Sb,135.930749009,0.000006258,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Te,135.920101180,0.000002448,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136I,135.914604693,0.000015231,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Xe,135.907214474,0.000000007,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Cs,135.907311431,0.000002010,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Ba,135.904575800,0.000000262,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136La,135.907634962,0.000057081,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Ce,135.907129256,0.000000348,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Pr,135.912677470,0.000012296,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Nd,135.914976061,0.000012686,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Pm,135.923595949,0.000074152,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Sm,135.928275553,0.000013416,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Eu,135.939620,0.000210,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Gd,135.947300,0.000320,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
136Tb,135.961460,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137In,136.961535,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Sn,136.946162,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Sb,136.935522519,0.000056000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Te,136.925599354,0.000002254,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137I,136.918028178,0.000009000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Xe,136.911557771,0.000000111,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Cs,136.907089296,0.000000324,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Ba,136.905827207,0.000000266,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137La,136.906450438,0.000001760,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Ce,136.907762416,0.000000386,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Pr,136.910679183,0.000008733,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Nd,136.914563099,0.000012586,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Pm,136.920479519,0.000014000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Sm,136.927007959,0.000030718,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Eu,136.935430719,0.000004700,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Gd,136.945020,0.000320,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
137Tb,136.956020,0.000430,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Sn,137.951143,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Sb,137.941331,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Te,137.929472452,0.000004065,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138I,137.922726392,0.000006400,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Xe,137.914146268,0.000003010,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Cs,137.911017119,0.000009831,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Ba,137.905247059,0.000000267,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138La,137.907124041,0.000000446,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Ce,137.905994180,0.000000536,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Pr,137.910757495,0.000010748,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Nd,137.911950938,0.000012456,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Pm,137.919576119,0.000012456,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Sm,137.923243988,0.000012686,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Eu,137.933709000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Gd,137.940247,0.000215,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Tb,137.953193,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
138Dy,137.962500,0.000540,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Sn,138.957799,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Sb,138.946269,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Te,138.935367191,0.000003800,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139I,138.926493400,0.000004300,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Xe,138.918792200,0.000002300,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Cs,138.913363822,0.000003364,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Ba,138.908841164,0.000000271,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139La,138.906362927,0.000000651,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Ce,138.906647029,0.000002242,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Pr,138.908932700,0.000003917,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Nd,138.911951208,0.000029545,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Pm,138.916799228,0.000014587,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Sm,138.922296631,0.000011684,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Eu,138.929792307,0.000014117,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Gd,138.938130,0.000210,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Tb,138.948330,0.000320,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
139Dy,138.959527,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Sn,139.962973,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Sb,139.952345,0.000644,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Te,139.939487057,0.000015434,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140I,139.931715914,0.000013000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Xe,139.921645814,0.000002500,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Cs,139.917283707,0.000008801,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Ba,139.910608231,0.000008480,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140La,139.909487285,0.000000651,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Ce,139.905448433,0.000001409,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Pr,139.909085600,0.000006593,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Nd,139.909546130,0.000003500,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Pm,139.916035918,0.000026001,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Sm,139.918994714,0.000013416,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Eu,139.928087633,0.000055328,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Gd,139.933674000,0.000030000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Tb,139.945805048,0.000859359,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Dy,139.954020,0.000430,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
140Ho,139.968526,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Sb,140.957552,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Te,140.945604,0.000429,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141I,140.935666081,0.000017000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Xe,140.926787181,0.000003100,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Cs,140.920045279,0.000009871,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Ba,140.914403653,0.000005709,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141La,140.910971155,0.000004430,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Ce,140.908285991,0.000001411,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Pr,140.907659604,0.000001607,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Nd,140.909616690,0.000003417,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Pm,140.913555081,0.000015000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Sm,140.918481545,0.000009162,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Eu,140.924931734,0.000013568,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Gd,140.932126000,0.000021213,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Tb,140.941448000,0.000113000,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Dy,140.951280,0.000320,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
141Ho,140.963108,0.000430,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Sb,141.963918,0.000322,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Te,141.950027,0.000537,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142I,141.941166595,0.000005300,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Xe,141.929973095,0.000002900,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Cs,141.924299514,0.000007586,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Ba,141.916432904,0.000006355,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142La,141.914090760,0.000006748,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Ce,141.909250208,0.000002623,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Pr,141.910051640,0.000001607,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Nd,141.907728824,0.000001348,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Pm,141.912890982,0.000025330,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Sm,141.915209415,0.000002002,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
142Eu,141.923446719,0.000032268,<a href='https://doi.org/10.1088/1674-1137/abddaf' target='_blank'>2020</a>
